minutes;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66
375;662712;663570;662490;662382;662280;662172;662070;661968;661866;661764;661668;661566;661470;661374;661278;661182;661086;660990;660894;660804;660708;660612;660522;660426;660330;660240;660144;660048;659958;659862;659766;659670;659574;659478;659382;659286;659190;659088;658992;658890;658788;658686;658584;658476;658374;658266;658152;658044;657930;657816;657702;657582;657462;657342;657216;657090;656958;656826;656688;656550;656406;656256;656106;655950;655788;655626;655452
376;663690;664542;663456;663342;663228;663120;663006;662898;662790;662682;662580;662472;662370;662262;662160;662058;661956;661854;661752;661656;661554;661452;661356;661254;661152;661056;660954;660852;660756;660654;660552;660450;660348;660246;660144;660042;659934;659832;659724;659616;659508;659400;659286;659178;659064;658950;658830;658716;658596;658470;658350;658224;658092;657960;657828;657696;657552;657414;657264;657114;656964;656808;656646;656478;656310;656136;655950
377;664668;665520;664422;664302;664182;664062;663942;663828;663714;663600;663486;663378;663264;663156;663048;662940;662832;662724;662616;662508;662400;662292;662190;662082;661974;661872;661764;661656;661548;661446;661338;661230;661122;661014;660900;660792;660678;660570;660456;660342;660228;660108;659994;659874;659754;659634;659508;659382;659256;659124;658992;658860;658722;658584;658446;658302;658152;658002;657846;657684;657522;657360;657186;657012;656826;656640;656448
378;665652;666492;665388;665256;665130;665004;664884;664758;664638;664518;664398;664278;664164;664044;663930;663816;663702;663588;663474;663360;663246;663132;663024;662910;662796;662688;662574;662460;662346;662232;662118;662004;661890;661776;661662;661542;661428;661308;661188;661068;660948;660822;660696;660570;660444;660318;660186;660054;659916;659778;659640;659502;659358;659208;659058;658902;658746;658590;658422;658254;658086;657906;657726;657540;657348;657150;656946
379;666630;667464;666354;666216;666084;665952;665820;665688;665562;665436;665310;665184;665058;664938;664818;664692;664572;664452;664332;664212;664092;663978;663858;663738;663618;663504;663384;663264;663144;663024;662904;662784;662664;662544;662418;662298;662172;662046;661920;661794;661668;661536;661404;661272;661134;661002;660864;660720;660582;660438;660288;660138;659988;659832;659670;659508;659346;659178;659004;658824;658644;658458;658266;658068;657864;657660;657444
380;667608;668436;667320;667176;667032;666894;666756;666618;666486;666354;666222;666090;665958;665826;665700;665574;665442;665316;665190;665064;664944;664818;664692;664566;664440;664314;664194;664068;663942;663816;663690;663564;663432;663306;663180;663048;662916;662784;662652;662520;662382;662250;662112;661968;661830;661686;661542;661392;661242;661092;660936;660780;660618;660456;660288;660114;659940;659766;659580;659394;659202;659010;658806;658602;658386;658164;657942
381;668586;669408;668280;668130;667986;667836;667692;667548;667410;667266;667128;666990;666852;666720;666582;666450;666318;666186;666054;665922;665790;665658;665526;665394;665262;665130;664998;664872;664740;664608;664476;664338;664206;664074;663936;663798;663666;663528;663384;663246;663102;662958;662814;662670;662520;662370;662214;662064;661902;661746;661584;661416;661248;661074;660900;660720;660540;660354;660162;659964;659766;659556;659346;659130;658908;658674;658434
382;669570;670380;669246;669090;668934;668784;668628;668478;668334;668184;668040;667896;667752;667608;667470;667326;667188;667050;666912;666774;666636;666498;666360;666222;666084;665946;665808;665670;665532;665394;665256;665118;664980;664836;664698;664554;664410;664266;664116;663972;663822;663672;663522;663366;663210;663054;662892;662730;662568;662400;662226;662052;661878;661698;661518;661326;661134;660942;660738;660534;660324;660108;659886;659658;659424;659184;658932
383;670548;671352;670212;670050;669888;669726;669570;669408;669258;669102;668952;668802;668652;668502;668352;668208;668058;667914;667770;667626;667482;667338;667194;667050;666906;666762;666618;666474;666330;666186;666042;665898;665748;665604;665454;665304;665154;665004;664854;664698;664542;664386;664224;664062;663900;663738;663570;663402;663228;663054;662874;662694;662508;662322;662130;661932;661734;661530;661320;661104;660882;660660;660426;660186;659946;659688;659430
384;671526;672324;671178;671004;670836;670668;670506;670338;670176;670020;669858;669702;669546;669390;669240;669084;668934;668778;668628;668478;668328;668178;668028;667878;667728;667578;667428;667278;667128;666978;666828;666672;666522;666366;666210;666060;665898;665742;665586;665424;665262;665094;664932;664764;664596;664422;664248;664068;663888;663708;663522;663330;663138;662946;662742;662538;662328;662118;661896;661674;661446;661212;660966;660720;660462;660198;659928
385;672504;673290;672138;671964;671784;671610;671442;671268;671100;670938;670770;670608;670446;670284;670122;669960;669804;669642;669486;669330;669174;669018;668862;668706;668550;668394;668238;668082;667926;667770;667608;667452;667290;667134;666972;666810;666648;666480;666318;666150;665982;665808;665634;665460;665286;665106;664926;664740;664554;664362;664170;663972;663768;663564;663360;663144;662928;662706;662478;662244;662004;661758;661506;661248;660984;660708;660426
386;673482;674262;673104;672918;672738;672558;672378;672198;672024;671850;671682;671508;671340;671172;671004;670842;670674;670512;670344;670182;670020;669858;669696;669534;669372;669210;669048;668886;668718;668556;668394;668226;668064;667896;667728;667560;667392;667218;667050;666876;666696;666522;666342;666162;665976;665790;665598;665406;665214;665016;664812;664608;664404;664188;663972;663750;663522;663294;663054;662814;662568;662310;662046;661776;661500;661212;660918
387;674460;675234;674070;673878;673686;673500;673314;673128;672948;672768;672588;672414;672234;672060;671892;671718;671544;671376;671202;671034;670866;670698;670530;670362;670194;670026;669858;669684;669516;669348;669180;669006;668832;668664;668490;668316;668136;667962;667782;667602;667416;667230;667044;666858;666666;666474;666276;666078;665874;665670;665460;665250;665034;664812;664584;664356;664122;663882;663636;663384;663126;662862;662586;662310;662022;661722;661416
388;675438;676206;675030;674832;674634;674442;674250;674058;673872;673686;673500;673314;673134;672954;672774;672594;672414;672240;672066;671886;671712;671538;671364;671190;671016;670842;670662;670488;670314;670140;669960;669786;669606;669426;669246;669066;668880;668700;668514;668328;668136;667944;667752;667554;667356;667158;666954;666750;666540;666324;666108;665886;665664;665436;665202;664962;664716;664470;664212;663954;663684;663408;663126;662838;662538;662232;661914
389;676416;677178;675996;675792;675588;675384;675186;674988;674790;674598;674406;674220;674028;673842;673656;673470;673290;673104;672924;672738;672558;672378;672198;672018;671832;671652;671472;671292;671112;670926;670746;670560;670380;670194;670008;669816;669630;669438;669246;669054;668856;668658;668454;668256;668052;667842;667632;667416;667200;666978;666756;666528;666294;666054;665814;665568;665316;665058;664794;664524;664248;663960;663666;663366;663060;662742;662412
390;677394;678144;676962;676746;676536;676326;676122;675918;675714;675516;675318;675120;674928;674730;674538;674346;674160;673968;673782;673590;673404;673218;673032;672840;672654;672468;672282;672096;671904;671718;671526;671340;671148;670956;670764;670572;670374;670176;669978;669774;669576;669372;669162;668952;668742;668526;668310;668088;667860;667632;667398;667164;666924;666678;666426;666174;665910;665646;665370;665094;664806;664512;664206;663900;663576;663246;662904
391;678372;679116;677922;677700;677484;677268;677058;676848;676638;676434;676224;676026;675822;675624;675426;675228;675030;674832;674640;674442;674250;674058;673866;673668;673476;673284;673092;672894;672702;672510;672312;672114;671922;671724;671520;671322;671118;670914;670710;670500;670290;670080;669870;669648;669432;669210;668982;668754;668520;668286;668046;667800;667554;667302;667044;666780;666510;666234;665952;665664;665364;665058;664746;664428;664098;663756;663402
392;679350;680088;678888;678660;678432;678210;677994;677772;677562;677346;677136;676926;676716;676512;676308;676104;675900;675696;675498;675294;675096;674898;674694;674496;674298;674100;673902;673698;673500;673296;673098;672894;672690;672486;672282;672072;671862;671652;671442;671226;671010;670794;670572;670350;670122;669894;669660;669426;669186;668940;668694;668442;668184;667926;667656;667386;667104;666822;666528;666234;665928;665610;665286;664956;664614;664260;663900
393;680328;681060;679848;679614;679380;679152;678930;678702;678480;678264;678042;677826;677616;677400;677190;676980;676770;676560;676356;676146;675942;675738;675528;675324;675120;674916;674706;674502;674298;674088;673878;673674;673464;673248;673038;672822;672612;672390;672174;671952;671730;671508;671280;671046;670812;670578;670338;670092;669846;669594;669342;669078;668814;668544;668268;667992;667704;667410;667110;666798;666486;666162;665826;665484;665136;664770;664398
394;681306;682026;680814;680568;680334;680094;679860;679632;679404;679176;678954;678732;678510;678294;678072;677856;677640;677424;677214;676998;676788;676578;676362;676152;675942;675726;675516;675306;675090;674880;674664;674448;674232;674016;673794;673578;673356;673134;672906;672678;672450;672216;671982;671742;671502;671262;671016;670764;670506;670248;669984;669720;669444;669168;668886;668598;668298;667998;667686;667368;667044;666714;666366;666018;665652;665280;664896
395;682284;682998;681774;681528;681282;681036;680796;680562;680328;680094;679860;679632;679404;679182;678954;678732;678510;678288;678072;677850;677634;677412;677196;676980;676758;676542;676326;676104;675888;675666;675450;675228;675006;674778;674556;674328;674100;673872;673638;673404;673170;672930;672690;672444;672198;671946;671688;671430;671172;670902;670632;670356;670074;669792;669498;669198;668898;668586;668268;667938;667602;667260;666906;666546;666174;665784;665388
396;683256;683964;682734;682482;682230;681978;681732;681486;681246;681006;680772;680538;680304;680070;679842;679608;679380;679152;678930;678702;678480;678252;678030;677808;677580;677358;677136;676908;676686;676458;676230;676002;675774;675546;675312;675078;674844;674610;674370;674130;673884;673638;673392;673140;672888;672630;672366;672102;671832;671556;671280;670998;670710;670410;670110;669804;669492;669174;668844;668508;668166;667812;667446;667074;666690;666294;665886
397;684234;684936;683700;683436;683178;682920;682668;682416;682170;681924;681678;681438;681198;680958;680724;680484;680250;680016;679788;679554;679326;679092;678864;678630;678402;678174;677940;677712;677478;677244;677016;676782;676542;676308;676068;675834;675588;675348;675102;674856;674604;674352;674100;673836;673578;673314;673044;672768;672492;672210;671928;671634;671340;671034;670728;670410;670092;669762;669426;669078;668724;668364;667986;667602;667212;666804;666384
398;685212;685902;684660;684390;684126;683862;683604;683346;683088;682836;682584;682338;682092;681846;681606;681360;681120;680880;680646;680406;680166;679932;679698;679458;679224;678984;678750;678510;678276;678036;677796;677556;677316;677070;676830;676584;676338;676086;675834;675582;675324;675066;674802;674538;674268;673998;673722;673440;673152;672864;672570;672270;671970;671658;671340;671016;670686;670350;670002;669648;669282;668910;668526;668136;667728;667308;666876
399;686190;686874;685620;685344;685074;684804;684534;684270;684012;683754;683496;683238;682986;682734;682488;682236;681990;681744;681504;681258;681012;680772;680526;680286;680046;679800;679560;679314;679068;678828;678582;678336;678084;677838;677586;677334;677082;676824;676566;676308;676044;675774;675504;675234;674958;674682;674394;674106;673818;673518;673218;672912;672600;672282;671952;671622;671280;670938;670578;670218;669846;669462;669066;668664;668244;667818;667374
400;687162;687840;686586;686298;686022;685746;685470;685200;684930;684666;684402;684144;683880;683622;683370;683112;682860;682608;682356;682110;681858;681612;681360;681114;680862;680616;680364;680118;679866;679614;679362;679110;678858;678600;678342;678084;677826;677562;677298;677028;676758;676488;676212;675930;675648;675366;675072;674778;674478;674172;673866;673548;673230;672900;672570;672228;671880;671526;671160;670788;670404;670014;669606;669192;668766;668328;667872
401;688140;688806;687546;687252;686970;686682;686406;686124;685854;685578;685308;685044;684780;684516;684252;683988;683730;683472;683214;682962;682704;682446;682194;681936;681684;681426;681174;680916;680664;680406;680148;679890;679626;679368;679104;678840;678570;678300;678030;677754;677478;677202;676914;676632;676338;676044;675750;675444;675138;674826;674508;674190;673860;673524;673182;672834;672474;672114;671736;671358;670962;670560;670146;669720;669282;668832;668370
402;689112;689772;688506;688206;687912;687624;687336;687054;686772;686496;686220;685944;685674;685404;685134;684864;684600;684336;684072;683808;683550;683286;683028;682764;682506;682242;681984;681720;681456;681192;680928;680664;680400;680130;679860;679590;679314;679038;678762;678480;678198;677910;677622;677328;677034;676728;676428;676116;675804;675480;675156;674826;674490;674148;673794;673440;673074;672702;672318;671922;671526;671112;670686;670254;669804;669342;668862
